DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|BK77|Bushwick North|***HOUSING OCCUPANCY|20,718|18,885|1,833|***UNITS IN STRUCTURE|20,718|195|460|2,325|4,515|10,891|797|1,493|42|0|***YEAR STRUCTURE BUILT|20,718|58|913|508|693|327|631|1,050|1,292|15,246|***ROOMS|20,718|1,141|560|2,865|9,192|4,593|1,577|306|111|373|***BEDROOMS|20,718|1,161|3,187|10,057|5,273|726|314|***HOUSING TENURE|18,885|1,941|16,944|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,885|2,103|10,573|3,345|1,657|892|315|***VEHICLES AVAILABLE|18,885|14,255|3,703|786|141|***HOUSE HEATING FUEL |18,885|14,926|215|609|2,982|0|0|0|63|90|***SELECTED CHARACTERISTICS|18,885|168|418|1,031|***OCCUPANTS PER ROOM|18,885|15,526|2,269|1,090|***VALUE|1,941|45|127|41|12|240|551|916|9|***MORTGAGE STATUS|1,941|1,285|656|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,285|0|0|8|34|182|198|863|656|9|0|13|93|541|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,285|236|50|87|67|845|0|656|103|128|98|125|17|60|125|0|***GROSS RENT|16,622|135|378|509|1,401|2,946|7,372|3,881|322|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|15,940|1,492|1,477|1,574|1,607|1,569|8,221|1,004
DATA|BK78|Bushwick South|***HOUSING OCCUPANCY|27,577|24,164|3,413|***UNITS IN STRUCTURE|27,577|669|1,023|5,237|6,564|5,243|2,649|6,134|58|0|***YEAR STRUCTURE BUILT|27,577|80|3,598|2,057|1,207|1,472|1,878|1,921|1,776|13,588|***ROOMS|27,577|2,223|792|4,811|9,878|5,499|2,635|610|191|938|***BEDROOMS|27,577|2,316|5,533|11,063|6,110|1,638|917|***HOUSING TENURE|24,164|4,090|20,074|***YEAR HOUSEHOLDER MOVED INTO UNIT|24,164|2,790|13,608|3,616|2,061|1,136|953|***VEHICLES AVAILABLE|24,164|16,492|6,094|1,319|259|***HOUSE HEATING FUEL |24,164|18,130|413|1,591|3,474|20|0|0|213|323|***SELECTED CHARACTERISTICS|24,164|165|474|1,150|***OCCUPANTS PER ROOM|24,164|21,209|1,872|1,083|***VALUE|4,090|88|125|31|112|293|1,510|1,859|72|***MORTGAGE STATUS|4,090|3,168|922|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,168|8|12|12|62|328|746|2,000|922|14|0|5|108|795|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,150|487|280|283|240|1,860|18|856|295|105|62|60|38|40|256|66|***GROSS RENT|19,760|313|1,522|1,726|2,539|2,918|6,085|4,657|314|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|19,287|2,149|1,593|2,308|2,092|1,671|9,474|787
DATA|BK99|park-cemetery-etc-Brooklyn|***HOUSING OCCUPANCY|181|170|11|***UNITS IN STRUCTURE|181|0|0|0|63|11|6|74|27|0|***YEAR STRUCTURE BUILT|181|0|65|0|27|0|0|0|7|82|***ROOMS|181|43|19|24|41|27|27|0|0|0|***BEDROOMS|181|50|36|29|66|0|0|***HOUSING TENURE|170|27|143|***YEAR HOUSEHOLDER MOVED INTO UNIT|170|47|95|17|11|0|0|***VEHICLES AVAILABLE|170|117|26|27|0|***HOUSE HEATING FUEL |170|124|0|16|19|0|0|0|0|11|***SELECTED CHARACTERISTICS|170|0|0|0|***OCCUPANTS PER ROOM|170|151|0|19|***VALUE|27|27|0|0|0|0|0|0|0|***MORTGAGE STATUS|27|27|0|***SELECTED MONTHLY OWNER COSTS (SMOC)|27|0|0|0|27|0|0|0|0|0|0|0|0|0|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|27|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|***GROSS RENT|143|0|0|0|11|0|32|100|0|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|143|6|7|18|39|0|73|0
DATA|BK82|East New York|***HOUSING OCCUPANCY|34,953|30,771|4,182|***UNITS IN STRUCTURE|34,953|1,632|2,886|9,004|7,746|2,226|1,420|10,017|22|0|***YEAR STRUCTURE BUILT|34,953|20|4,187|2,466|2,110|3,159|4,090|5,052|3,417|10,452|***ROOMS|34,953|2,369|2,841|8,807|9,488|6,358|2,654|923|533|980|***BEDROOMS|34,953|2,453|6,909|13,156|9,647|1,685|1,103|***HOUSING TENURE|30,771|7,260|23,511|***YEAR HOUSEHOLDER MOVED INTO UNIT|30,771|2,418|16,728|5,638|2,672|2,297|1,018|***VEHICLES AVAILABLE|30,771|19,218|8,646|2,240|667|***HOUSE HEATING FUEL |30,771|26,039|276|1,860|2,177|0|10|31|170|208|***SELECTED CHARACTERISTICS|30,771|200|121|1,392|***OCCUPANTS PER ROOM|30,771|26,513|2,753|1,505|***VALUE|7,260|374|108|159|163|726|3,602|2,076|52|***MORTGAGE STATUS|7,260|5,819|1,441|***SELECTED MONTHLY OWNER COSTS (SMOC)|5,819|43|39|112|352|844|789|3,640|1,441|5|4|14|134|1,284|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|5,686|746|487|511|482|3,460|133|1,404|361|213|159|54|147|60|410|37|***GROSS RENT|23,119|637|1,810|2,394|3,343|3,670|7,996|3,269|392|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|21,257|2,578|2,176|1,992|2,251|1,946|10,314|2,254
DATA|BK83|Cypress Hills-City Line|***HOUSING OCCUPANCY|15,892|13,634|2,258|***UNITS IN STRUCTURE|15,892|1,375|1,337|6,630|4,083|945|285|1,197|40|0|***YEAR STRUCTURE BUILT|15,892|0|341|287|99|392|1,009|1,487|2,525|9,752|***ROOMS|15,892|1,570|781|3,654|4,029|3,072|1,211|520|423|632|***BEDROOMS|15,892|1,584|2,259|5,360|4,605|1,376|708|***HOUSING TENURE|13,634|4,368|9,266|***YEAR HOUSEHOLDER MOVED INTO UNIT|13,634|1,209|7,782|2,402|1,262|709|270|***VEHICLES AVAILABLE|13,634|7,971|4,151|1,213|299|***HOUSE HEATING FUEL |13,634|12,050|126|186|1,175|0|0|0|44|53|***SELECTED CHARACTERISTICS|13,634|177|145|741|***OCCUPANTS PER ROOM|13,634|10,668|2,004|962|***VALUE|4,368|71|15|58|36|255|2,100|1,803|30|***MORTGAGE STATUS|4,368|3,451|917|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,451|0|15|0|70|142|627|2,597|917|0|8|23|58|828|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,353|415|259|267|341|2,071|98|870|143|213|137|97|67|31|182|47|***GROSS RENT|9,039|76|190|357|664|1,126|4,418|2,208|227|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,266|668|640|957|613|588|4,800|1,000
DATA|BK93|Starrett City|***HOUSING OCCUPANCY|6,466|6,378|88|***UNITS IN STRUCTURE|6,466|75|0|47|30|77|375|5,862|0|0|***YEAR STRUCTURE BUILT|6,466|0|62|334|617|3,956|861|267|169|200|***ROOMS|6,466|145|610|2,292|1,483|1,534|248|56|83|15|***BEDROOMS|6,466|172|2,331|2,586|1,348|29|0|***HOUSING TENURE|6,378|115|6,263|***YEAR HOUSEHOLDER MOVED INTO UNIT|6,378|165|2,571|2,219|673|735|15|***VEHICLES AVAILABLE|6,378|4,075|1,926|377|0|***HOUSE HEATING FUEL |6,378|4,136|79|1,078|541|0|0|40|179|325|***SELECTED CHARACTERISTICS|6,378|41|41|14|***OCCUPANTS PER ROOM|6,378|6,080|206|92|***VALUE|115|0|15|0|0|0|62|38|0|***MORTGAGE STATUS|115|88|27|***SELECTED MONTHLY OWNER COSTS (SMOC)|88|0|0|0|15|0|14|59|27|0|0|0|0|27|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|88|0|0|44|0|44|0|27|0|0|0|0|15|0|12|0|***GROSS RENT|6,196|108|1,140|1,175|422|761|2,238|352|67|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|5,953|513|810|494|1,180|964|1,992|310
DATA|BK33|Carroll Gardens-Columbia Street-Red Hook|***HOUSING OCCUPANCY|19,399|17,628|1,771|***UNITS IN STRUCTURE|19,399|283|1,160|2,554|5,856|3,550|1,124|4,800|72|0|***YEAR STRUCTURE BUILT|19,399|57|790|525|812|444|599|1,914|987|13,271|***ROOMS|19,399|1,057|1,343|4,123|5,928|3,669|1,369|678|469|763|***BEDROOMS|19,399|1,231|6,805|7,262|2,998|828|275|***HOUSING TENURE|17,628|4,668|12,960|***YEAR HOUSEHOLDER MOVED INTO UNIT|17,628|1,963|8,883|2,871|1,729|870|1,312|***VEHICLES AVAILABLE|17,628|10,483|6,077|889|179|***HOUSE HEATING FUEL |17,628|11,842|272|1,676|3,358|0|39|9|232|200|***SELECTED CHARACTERISTICS|17,628|83|151|388|***OCCUPANTS PER ROOM|17,628|16,943|368|317|***VALUE|4,668|38|96|30|64|36|534|1,896|1,974|***MORTGAGE STATUS|4,668|3,136|1,532|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,136|18|0|23|217|250|268|2,360|1,532|0|35|13|114|1,370|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,115|1,209|317|430|330|829|21|1,511|632|201|124|174|58|20|302|21|***GROSS RENT|12,748|150|1,133|743|1,414|950|1,897|6,461|212|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|12,554|2,247|1,706|1,778|1,656|1,301|3,866|406
DATA|BK37|Park Slope-Gowanus|***HOUSING OCCUPANCY|33,650|31,068|2,582|***UNITS IN STRUCTURE|33,650|664|3,292|4,925|8,107|8,383|3,493|4,765|21|0|***YEAR STRUCTURE BUILT|33,650|150|1,604|300|571|592|755|1,239|1,266|27,173|***ROOMS|33,650|1,818|2,822|7,274|8,430|4,962|3,485|1,155|1,168|2,536|***BEDROOMS|33,650|2,060|10,685|11,313|5,988|2,269|1,335|***HOUSING TENURE|31,068|12,042|19,026|***YEAR HOUSEHOLDER MOVED INTO UNIT|31,068|4,367|15,820|4,828|2,363|2,239|1,451|***VEHICLES AVAILABLE|31,068|17,710|11,415|1,702|241|***HOUSE HEATING FUEL |31,068|19,958|717|1,834|8,004|0|9|0|275|271|***SELECTED CHARACTERISTICS|31,068|66|328|445|***OCCUPANTS PER ROOM|31,068|30,081|513|474|***VALUE|12,042|30|122|62|37|372|1,431|4,872|5,116|***MORTGAGE STATUS|12,042|8,830|3,212|***SELECTED MONTHLY OWNER COSTS (SMOC)|8,830|0|26|72|260|861|1,031|6,580|3,212|80|65|124|90|2,853|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|8,819|3,890|1,320|868|447|2,294|11|3,200|1,277|694|242|207|171|138|471|12|***GROSS RENT|18,567|95|133|396|644|1,512|4,042|11,745|459|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|18,237|2,754|2,949|2,566|2,630|1,607|5,731|789
DATA|BK32|Sunset Park West|***HOUSING OCCUPANCY|18,372|17,023|1,349|***UNITS IN STRUCTURE|18,372|365|1,100|3,495|5,001|4,452|1,502|2,457|0|0|***YEAR STRUCTURE BUILT|18,372|14|745|220|300|1,025|824|742|769|13,733|***ROOMS|18,372|1,098|907|4,093|6,273|3,274|1,283|263|288|893|***BEDROOMS|18,372|1,173|4,387|7,525|3,650|950|687|***HOUSING TENURE|17,023|3,977|13,046|***YEAR HOUSEHOLDER MOVED INTO UNIT|17,023|1,849|8,990|2,807|1,518|1,091|768|***VEHICLES AVAILABLE|17,023|11,118|4,928|766|211|***HOUSE HEATING FUEL |17,023|12,591|461|742|2,947|41|22|0|139|80|***SELECTED CHARACTERISTICS|17,023|201|215|849|***OCCUPANTS PER ROOM|17,023|13,768|2,012|1,243|***VALUE|3,977|255|169|69|16|143|568|2,441|316|***MORTGAGE STATUS|3,977|2,286|1,691|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,286|0|0|10|60|166|395|1,655|1,691|114|21|98|75|1,383|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,265|484|177|163|221|1,220|21|1,686|454|252|205|165|134|102|374|5|***GROSS RENT|12,740|88|366|533|1,574|1,789|5,231|3,159|306|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|12,392|1,399|1,119|1,278|1,480|917|6,199|654
DATA|BK34|Sunset Park East|***HOUSING OCCUPANCY|21,906|20,544|1,362|***UNITS IN STRUCTURE|21,906|539|951|4,336|6,435|4,391|1,819|3,420|15|0|***YEAR STRUCTURE BUILT|21,906|96|714|304|622|737|740|788|1,458|16,447|***ROOMS|21,906|981|993|6,056|7,389|3,707|1,336|361|250|833|***BEDROOMS|21,906|981|4,636|9,344|5,186|1,112|647|***HOUSING TENURE|20,544|4,197|16,347|***YEAR HOUSEHOLDER MOVED INTO UNIT|20,544|2,453|10,607|4,158|1,671|996|659|***VEHICLES AVAILABLE|20,544|13,657|5,673|1,076|138|***HOUSE HEATING FUEL |20,544|16,246|282|756|3,061|10|15|7|50|117|***SELECTED CHARACTERISTICS|20,544|224|251|896|***OCCUPANTS PER ROOM|20,544|15,295|3,345|1,904|***VALUE|4,197|138|105|119|123|410|571|2,599|132|***MORTGAGE STATUS|4,197|2,104|2,093|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,104|0|0|0|67|210|315|1,512|2,093|30|57|132|171|1,703|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,040|280|199|134|68|1,359|64|2,065|521|276|255|111|96|142|664|28|***GROSS RENT|15,874|88|589|608|1,910|2,940|6,745|2,994|473|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|15,509|1,512|1,316|1,527|1,436|1,391|8,327|838
DATA|BK40|Windsor Terrace|***HOUSING OCCUPANCY|10,030|9,510|520|***UNITS IN STRUCTURE|10,030|423|1,309|2,089|1,250|871|307|3,781|0|0|***YEAR STRUCTURE BUILT|10,030|0|397|97|397|487|981|1,129|647|5,895|***ROOMS|10,030|185|529|2,559|2,601|1,534|1,246|401|345|630|***BEDROOMS|10,030|299|3,326|3,604|2,026|521|254|***HOUSING TENURE|9,510|4,287|5,223|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,510|754|4,929|1,866|824|543|594|***VEHICLES AVAILABLE|9,510|4,229|4,196|915|170|***HOUSE HEATING FUEL |9,510|6,406|160|526|2,260|0|0|0|98|60|***SELECTED CHARACTERISTICS|9,510|20|96|227|***OCCUPANTS PER ROOM|9,510|9,117|281|112|***VALUE|4,287|45|65|82|62|409|843|1,953|828|***MORTGAGE STATUS|4,287|2,857|1,430|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,857|0|10|62|124|345|352|1,964|1,430|37|10|44|17|1,322|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,857|1,008|472|293|156|928|0|1,413|501|247|202|72|34|116|241|17|***GROSS RENT|4,954|115|115|102|290|561|1,628|2,143|269|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|4,862|853|735|644|752|443|1,435|361
DATA|BK61|Crown Heights North|***HOUSING OCCUPANCY|46,002|40,818|5,184|***UNITS IN STRUCTURE|46,002|1,021|1,774|5,883|8,298|6,831|5,875|16,234|24|62|***YEAR STRUCTURE BUILT|46,002|150|2,422|1,496|1,366|1,947|2,399|3,788|3,765|28,669|***ROOMS|46,002|2,884|1,902|12,700|13,537|8,114|3,182|1,150|1,084|1,449|***BEDROOMS|46,002|3,027|15,112|16,784|7,652|1,979|1,448|***HOUSING TENURE|40,818|6,041|34,777|***YEAR HOUSEHOLDER MOVED INTO UNIT|40,818|4,307|20,534|7,488|3,824|2,889|1,776|***VEHICLES AVAILABLE|40,818|28,954|9,646|1,894|324|***HOUSE HEATING FUEL |40,818|30,649|405|2,574|6,708|0|0|0|243|239|***SELECTED CHARACTERISTICS|40,818|473|358|1,546|***OCCUPANTS PER ROOM|40,818|37,797|1,724|1,297|***VALUE|6,041|93|112|91|69|340|1,385|3,641|310|***MORTGAGE STATUS|6,041|4,264|1,777|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,264|0|0|52|131|382|575|3,124|1,777|25|66|43|164|1,479|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,207|616|407|370|311|2,503|57|1,696|477|182|239|174|27|83|514|81|***GROSS RENT|33,906|915|2,048|2,700|4,379|6,777|11,850|5,237|871|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|32,789|3,988|3,415|3,343|4,138|2,859|15,046|1,988
DATA|BK64|Prospect Heights|***HOUSING OCCUPANCY|10,271|9,394|877|***UNITS IN STRUCTURE|10,271|139|421|979|1,752|1,765|1,461|3,754|0|0|***YEAR STRUCTURE BUILT|10,271|8|730|110|52|173|359|483|696|7,660|***ROOMS|10,271|675|712|2,600|2,977|1,870|567|270|95|505|***BEDROOMS|10,271|767|3,523|3,697|1,515|467|302|***HOUSING TENURE|9,394|3,078|6,316|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,394|1,176|4,787|1,416|989|673|353|***VEHICLES AVAILABLE|9,394|6,402|2,689|278|25|***HOUSE HEATING FUEL |9,394|5,882|208|628|2,552|0|0|0|82|42|***SELECTED CHARACTERISTICS|9,394|49|24|193|***OCCUPANTS PER ROOM|9,394|9,179|133|82|***VALUE|3,078|17|57|81|12|129|692|1,420|670|***MORTGAGE STATUS|3,078|2,416|662|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,416|17|0|0|141|148|326|1,784|662|0|12|48|57|545|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,401|849|423|265|141|723|15|653|262|42|141|43|39|37|89|9|***GROSS RENT|6,189|47|123|85|337|664|1,657|3,276|127|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,100|739|946|1,012|851|511|2,041|216
DATA|BK60|Prospect Lefferts Gardens-Wingate|***HOUSING OCCUPANCY|28,089|26,016|2,073|***UNITS IN STRUCTURE|28,089|822|2,046|2,713|2,542|1,917|1,309|16,647|35|58|***YEAR STRUCTURE BUILT|28,089|10|688|441|321|853|1,990|3,230|3,357|17,199|***ROOMS|28,089|2,053|1,619|8,868|7,198|4,476|1,660|642|511|1,062|***BEDROOMS|28,089|2,393|11,291|8,639|3,839|1,158|769|***HOUSING TENURE|26,016|4,256|21,760|***YEAR HOUSEHOLDER MOVED INTO UNIT|26,016|2,844|11,126|5,363|3,629|2,361|693|***VEHICLES AVAILABLE|26,016|16,804|7,847|1,138|227|***HOUSE HEATING FUEL |26,016|16,556|470|1,164|7,407|34|0|0|179|206|***SELECTED CHARACTERISTICS|26,016|165|272|453|***OCCUPANTS PER ROOM|26,016|22,769|1,925|1,322|***VALUE|4,256|129|33|68|54|459|1,234|2,085|194|***MORTGAGE STATUS|4,256|3,173|1,083|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,173|0|16|46|153|294|471|2,193|1,083|46|54|11|23|949|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,127|600|274|404|269|1,580|46|1,083|211|131|221|26|117|131|246|0|***GROSS RENT|21,306|117|316|646|1,517|6,128|10,229|2,353|454|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|20,906|2,090|2,170|2,329|1,980|1,618|10,719|854
DATA|BK63|Crown Heights South|***HOUSING OCCUPANCY|15,630|14,662|968|***UNITS IN STRUCTURE|15,630|430|1,067|1,441|834|674|915|10,258|0|11|***YEAR STRUCTURE BUILT|15,630|5|232|337|272|873|1,496|1,226|1,671|9,518|***ROOMS|15,630|809|535|4,464|4,638|2,549|1,164|479|449|543|***BEDROOMS|15,630|836|5,455|5,154|2,746|865|574|***HOUSING TENURE|14,662|2,203|12,459|***YEAR HOUSEHOLDER MOVED INTO UNIT|14,662|1,161|6,429|2,869|1,897|1,598|708|***VEHICLES AVAILABLE|14,662|9,412|4,317|807|126|***HOUSE HEATING FUEL |14,662|9,125|109|592|4,614|22|12|5|131|52|***SELECTED CHARACTERISTICS|14,662|153|133|223|***OCCUPANTS PER ROOM|14,662|12,763|1,436|463|***VALUE|2,203|80|111|20|26|170|134|1,579|83|***MORTGAGE STATUS|2,203|1,467|736|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,467|0|0|5|76|122|247|1,017|736|14|17|10|64|631|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,444|231|195|114|169|735|23|715|166|124|108|61|78|0|178|21|***GROSS RENT|12,250|95|469|458|1,190|3,065|5,425|1,548|209|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|11,875|1,676|1,117|1,258|954|952|5,918|584
