DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSEHOLD BY TYPE (3)|TOTAL HOUSEHOLDS (4)|  FAMILY HOUSEHOLDS (FAMILIES) (5)|      WITH OWN CHILDREN UNDER 18 YEARS (6)|    MARRIED-COUPLE FAMILY (7)|      WITH OWN CHILDREN UNDER 18 YEARS (8)|    MALE HOUSEHLDR, NO WIFE PRESENT, FAMILY (9)|      WITH OWN CHILDREN UNDER 18 YEARS (10)|    FEMALE HOUSEHLDR, NO HUSBAND PRESENT, FAMILY (11)|      WITH OWN CHILDREN UNDER 18 YEARS (12)|  NONFAMILY HOUSEHOLDS (13)|    HOUSEHOLDER LIVING ALONE (14)|       65 YEARS AND OVER (15)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS (16)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE 65 YEARS AND OVER (17)|  AVERAGE HOUSEHOLD SIZE (18)|  AVERAGE FAMILY SIZE (19)|***RELATIONSHIP (20)|POPULATION IN HOUSEHOLDS (21)|  HOUSEHOLDER (22)|  SPOUSE (23)|  CHILD (24)|  OTHER RELATIVES (25)|  NONRELATIVES (26)|  NONRELATIVES - UNMARRIED PARTNER (27)|***MARITAL STATUS (28)|MALES 15 YEARS AND OVER (29)|  NEVER MARRIED (30)|  NOW MARRIED, EXCEPT SEPARATED (31)|  SEPARATED (32)|  WIDOWED (33)|  DIVORCED (34)|FEMALES 15 YEARS AND OVER (35)|  NEVER MARRIED (36)|  NOW MARRIED, EXCEPT SEPARATED (37)|  SEPARATED (38)|  WIDOWED (39)|  DIVORCED (40)|***GRANDPARENTS (41)|  NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS (42)|  RESPONSIBLE FOR GRANDCHILDREN (43)|      LESS THAN 1 YEAR (44)|      1 OR 2 YEARS (45)|      3 OR 4 YEARS (46)|      5 OR MORE YEARS (47)|NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS (48)|  WHO ARE FEMALE (49)|  WHO ARE MARRIED (50)|***SCHOOL ENROLLMENT (51)|POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL (52)|  NURSERY SCHOOL, PRESCHOOL (53)|  KINDERGARTEN (54)|  ELEMENTARY SCHOOL (GRADES 1-8) (55)|  HIGH SCHOOL (GRADES 9-12) (56)|  COLLEGE OR GRADUATE SCHOOL (57)|***EDUCATIONAL ATTAINMENT (58)|POPULATION 25 YEARS AND OVER (59)|  LESS THAN 9TH GRADE (60)|  9TH TO 12TH GRADE, NO DIPLOMA (61)|  HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY) (62)|  SOME COLLEGE, NO DEGREE (63)|  ASSOCIATE'S DEGREE (64)|  BACHELOR'S DEGREE (65)|  GRADUATE OR PROFESSIONAL DEGREE (66)|  PERCENT HIGH SCHOOL GRADUATE OR HIGHER (67)|  PERCENT BACHELOR'S DEGREE OR HIGHER (68)|***VETERAN STATUS (69)|CIVILIAN POPULATION 18 YEARS AND OVER (70)|  CIVILIAN VETERANS (71)|***RESIDENCE 1 YEAR AGO (72)|POPULATION 1 YEAR AND OVER (73)|  SAME HOUSE (74)|  DIFFERENT HOUSE IN THE U.S. (75)|    SAME COUNTY (76)|    DIFFERENT COUNTY (77)|      SAME STATE (78)|      DIFFERENT STATE (79)|  ABROAD (80)|***PLACE OF BIRTH (81)|TOTAL POPULATION (82)|  NATIVE (83)|    BORN IN UNITED STATES (84)|      STATE OF RESIDENCE (85)|      DIFFERENT STATE (86)|    BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S) (87)|  FOREIGN BORN (88)|***U.S. CITIZENSHIP STATUS (89)|FOREIGN-BORN POPULATION (90)|  NATURALIZED U.S. CITIZEN (91)|  NOT A U.S. CITIZEN (92)|***YEAR OF ENTRY (93)|POPULATION BORN OUTSIDE THE U.S. (94)|  NATIVE (95)|    ENTERED 2010 OR LATER (96)|    ENTERED BEFORE 2010 (97)|  FOREIGN BORN (98)|    ENTERED 2010 OR LATER (99)|    ENTERED BEFORE 2010 (100)|***WORLD REGION OF BIRTH OF FOREIGN BORN (101)|FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA (102)|  EUROPE (103)|  ASIA (104)|  AFRICA (105)|  OCEANIA (106)|  LATIN AMERICA (107)|  NORTHERN AMERICA (108)|***LANGUAGE SPOKEN AT HOME (109)|POPULATION 5 YEARS AND OVER (110)|  ENGLISH ONLY (111)|  LANGUAGE OTHER THAN ENGLISH (112)|      SPEAK ENGLISH LESS THAN "VERY WELL" (113)|    SPANISH (114)|      SPEAK ENGLISH LESS THAN "VERY WELL" (115)|    OTHER INDO-EUROPEAN LANGUAGES (116)|      SPEAK ENGLISH LESS THAN "VERY WELL" (117)|    ASIAN AND PACIFIC ISLANDER LANGUAGES (118)|      SPEAK ENGLISH LESS THAN "VERY WELL" (119)|    OTHER LANGUAGES (120)|      SPEAK ENGLISH LESS THAN "VERY WELL" (121)|***ANCESTRY (122)|TOTAL POPULATION (123)|  AMERICAN (124)|  ARAB (125)|  CZECH (126)|  DANISH (127)|  DUTCH (128)|  ENGLISH (129)|  FRENCH (EXCEPT BASQUE) (130)|  FRENCH CANADIAN (131)|  GERMAN (132)|  GREEK (133)|  HUNGARIAN (134)|  IRISH (135)|  ITALIAN (136)|  LITHUANIAN (137)|  NORWEGIAN (138)|  POLISH (139)|  PORTUGUESE (140)|  RUSSIAN (141)|  SCOTCH-IRISH (142)|  SCOTTISH (143)|  SLOVAK (144)|  SUBSAHARAN AFRICAN (145)|  SWISS (146)|  UKRAINIAN (147)|  WELSH (148)|  WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS) (149)
DATA|BK77|Bushwick North|***HOUSEHOLD BY TYPE|18,885|13,415|7,152|5,665|2,886|2,511|1,125|5,239|3,141|5,470|3,324|871|8,252|2,886|3.2|3.6|***RELATIONSHIP|61,303|18,885|5,576|19,405|9,664|7,773|2,189|***MARITAL STATUS|25,436|14,787|8,278|760|401|1,210|23,718|11,598|7,138|1,680|1,285|2,017|***GRANDPARENTS|1,962|724|44|287|158|235|724|499|465|***SCHOOL ENROLLMENT|16,392|937|1,088|6,256|3,919|4,192|***EDUCATIONAL ATTAINMENT|37,259|11,957|6,454|7,619|3,795|1,538|4,196|1,700|-|-|***VETERAN STATUS|46,254|751|***RESIDENCE 1 YEAR AGO|61,004|53,606|6,827|4,550|2,277|1,310|967|571|***PLACE OF BIRTH|61,817|33,996|28,995|24,602|4,393|5,001|27,821|***U.S. CITIZENSHIP STATUS|27,821|6,413|21,408|***YEAR OF ENTRY|32,822|5,001|193|4,808|27,821|759|27,062|***WORLD REGION OF BIRTH OF FOREIGN BORN|27,821|528|2,828|263|28|24,174|0|***LANGUAGE SPOKEN AT HOME|56,915|13,313|43,602|30,479|39,207|27,797|1,693|661|2,224|1,667|478|354|***ANCESTRY|61,817|903|564|36|44|58|493|304|86|834|18|22|984|1,131|5|122|296|46|221|26|250|12|244|22|20|43|1,649
DATA|BK78|Bushwick South|***HOUSEHOLD BY TYPE|24,164|15,324|7,982|6,292|3,266|1,821|756|7,211|3,960|8,840|6,445|2,194|9,573|5,041|2.9|3.6|***RELATIONSHIP|70,273|24,164|6,230|24,003|9,618|6,258|1,295|***MARITAL STATUS|26,344|15,418|8,337|693|544|1,352|30,108|15,572|8,074|1,666|2,244|2,552|***GRANDPARENTS|2,817|1,198|129|380|121|568|1,198|795|819|***SCHOOL ENROLLMENT|20,305|1,072|1,035|8,363|4,527|5,308|***EDUCATIONAL ATTAINMENT|44,391|8,840|6,385|11,797|6,648|2,695|5,822|2,204|-|-|***VETERAN STATUS|53,355|1,202|***RESIDENCE 1 YEAR AGO|70,525|61,412|8,398|6,099|2,299|1,469|830|715|***PLACE OF BIRTH|71,247|49,438|42,369|34,825|7,544|7,069|21,809|***U.S. CITIZENSHIP STATUS|21,809|8,832|12,977|***YEAR OF ENTRY|28,878|7,069|101|6,968|21,809|642|21,167|***WORLD REGION OF BIRTH OF FOREIGN BORN|21,809|626|1,153|355|37|19,566|72|***LANGUAGE SPOKEN AT HOME|66,662|28,186|38,476|18,397|35,256|16,833|1,697|645|1,136|770|387|149|***ANCESTRY|71,247|1,683|101|21|36|46|607|314|83|1,327|45|53|1,493|1,048|21|106|430|47|236|68|211|43|563|10|67|27|4,064
DATA|BK99|park-cemetery-etc-Brooklyn|***HOUSEHOLD BY TYPE|170|72|46|8|0|27|27|37|19|98|46|17|57|17|2.4|3.0|***RELATIONSHIP|416|170|8|124|12|102|102|***MARITAL STATUS|152|117|8|0|0|27|166|96|8|0|28|34|***GRANDPARENTS|11|11|0|0|0|11|11|11|0|***SCHOOL ENROLLMENT|100|0|0|70|30|0|***EDUCATIONAL ATTAINMENT|251|0|73|43|7|0|75|53|-|-|***VETERAN STATUS|288|0|***RESIDENCE 1 YEAR AGO|416|269|147|64|83|7|76|0|***PLACE OF BIRTH|416|384|373|311|62|11|32|***U.S. CITIZENSHIP STATUS|32|25|7|***YEAR OF ENTRY|43|11|0|11|32|0|32|***WORLD REGION OF BIRTH OF FOREIGN BORN|32|17|15|0|0|0|0|***LANGUAGE SPOKEN AT HOME|388|333|55|35|23|11|32|24|0|0|0|0|***ANCESTRY|416|133|0|0|0|24|7|7|0|31|0|6|22|50|0|0|18|0|6|0|0|0|0|0|0|0|39
DATA|BK82|East New York|***HOUSEHOLD BY TYPE|30,771|21,990|11,733|8,133|4,103|2,214|832|11,643|6,798|8,781|7,772|2,110|14,372|6,325|2.9|3.5|***RELATIONSHIP|90,173|30,771|8,150|35,511|12,398|3,343|1,677|***MARITAL STATUS|29,464|16,035|10,068|1,063|651|1,647|40,042|20,979|9,984|2,394|2,926|3,759|***GRANDPARENTS|4,080|1,204|161|248|132|663|1,204|813|832|***SCHOOL ENROLLMENT|28,513|1,809|1,397|12,421|7,016|5,870|***EDUCATIONAL ATTAINMENT|53,572|5,402|7,827|21,876|8,966|3,022|4,340|2,139|-|-|***VETERAN STATUS|64,628|1,431|***RESIDENCE 1 YEAR AGO|90,562|83,390|6,785|5,170|1,615|1,028|587|387|***PLACE OF BIRTH|91,956|64,869|60,993|53,674|7,319|3,876|27,087|***U.S. CITIZENSHIP STATUS|27,087|15,338|11,749|***YEAR OF ENTRY|30,963|3,876|44|3,832|27,087|612|26,475|***WORLD REGION OF BIRTH OF FOREIGN BORN|27,087|484|1,292|1,490|0|23,813|8|***LANGUAGE SPOKEN AT HOME|84,360|59,992|24,368|8,535|19,685|6,822|2,709|1,158|567|307|1,407|248|***ANCESTRY|91,956|1,995|18|39|0|0|142|10|72|113|23|18|281|395|0|0|33|11|72|8|11|0|2,850|4|80|0|14,342
DATA|BK83|Cypress Hills-City Line|***HOUSEHOLD BY TYPE|13,634|10,976|5,999|5,601|3,118|1,323|395|4,052|2,486|2,658|2,082|635|7,076|2,797|3.5|3.9|***RELATIONSHIP|47,377|13,634|5,531|18,193|7,834|2,185|678|***MARITAL STATUS|17,146|8,022|7,430|444|395|855|19,680|8,516|7,150|1,159|1,445|1,410|***GRANDPARENTS|2,060|490|105|167|93|125|490|392|250|***SCHOOL ENROLLMENT|13,314|842|559|5,556|3,716|2,641|***EDUCATIONAL ATTAINMENT|27,784|3,711|4,611|11,332|3,852|1,269|2,086|923|-|-|***VETERAN STATUS|34,044|583|***RESIDENCE 1 YEAR AGO|46,711|42,986|3,414|2,206|1,208|976|232|311|***PLACE OF BIRTH|47,526|26,146|23,299|22,003|1,296|2,847|21,380|***U.S. CITIZENSHIP STATUS|21,380|10,685|10,695|***YEAR OF ENTRY|24,227|2,847|13|2,834|21,380|921|20,459|***WORLD REGION OF BIRTH OF FOREIGN BORN|21,380|261|3,216|233|0|17,670|0|***LANGUAGE SPOKEN AT HOME|43,543|14,423|29,120|9,717|24,401|7,840|2,959|1,124|1,505|753|255|0|***ANCESTRY|47,526|498|24|0|0|0|20|0|14|251|0|19|126|987|18|11|121|84|27|0|7|0|411|0|10|0|2,586
DATA|BK93|Starrett City|***HOUSEHOLD BY TYPE|6,378|3,242|1,269|1,124|319|313|34|1,805|916|3,136|3,109|1,759|1,798|2,769|2.0|2.9|***RELATIONSHIP|12,761|6,378|1,113|3,635|1,555|80|29|***MARITAL STATUS|3,447|1,489|1,326|164|278|190|7,266|3,175|1,305|485|1,603|698|***GRANDPARENTS|598|339|80|142|28|89|339|321|34|***SCHOOL ENROLLMENT|3,281|113|168|1,204|706|1,090|***EDUCATIONAL ATTAINMENT|8,831|809|773|2,827|1,633|790|1,094|905|-|-|***VETERAN STATUS|10,167|404|***RESIDENCE 1 YEAR AGO|12,723|12,232|442|387|55|0|55|49|***PLACE OF BIRTH|12,822|8,809|8,369|7,509|860|440|4,013|***U.S. CITIZENSHIP STATUS|4,013|3,417|596|***YEAR OF ENTRY|4,453|440|0|440|4,013|92|3,921|***WORLD REGION OF BIRTH OF FOREIGN BORN|4,013|1,840|836|194|0|1,127|16|***LANGUAGE SPOKEN AT HOME|12,196|6,507|5,689|2,497|1,917|385|2,631|1,890|449|156|692|66|***ANCESTRY|12,822|237|0|0|0|13|12|0|0|97|121|12|15|378|0|0|579|42|728|0|0|0|489|0|396|0|738
DATA|BK33|Carroll Gardens-Columbia Street-Red Hook|***HOUSEHOLD BY TYPE|17,628|9,142|4,403|6,147|2,763|609|322|2,386|1,318|8,486|5,997|1,353|4,753|2,943|2.2|2.9|***RELATIONSHIP|38,785|17,628|6,116|9,704|1,906|3,431|1,717|***MARITAL STATUS|14,870|6,722|6,663|406|387|692|17,872|7,996|6,484|469|1,292|1,631|***GRANDPARENTS|378|228|25|79|23|101|228|196|82|***SCHOOL ENROLLMENT|8,549|859|460|3,353|1,525|2,352|***EDUCATIONAL ATTAINMENT|29,264|1,854|1,923|4,271|3,008|1,174|9,399|7,635|-|-|***VETERAN STATUS|31,720|1,135|***RESIDENCE 1 YEAR AGO|38,997|33,607|5,087|3,050|2,037|1,256|781|303|***PLACE OF BIRTH|39,422|32,459|30,194|20,107|10,087|2,265|6,963|***U.S. CITIZENSHIP STATUS|6,963|3,446|3,517|***YEAR OF ENTRY|9,228|2,265|0|2,265|6,963|174|6,789|***WORLD REGION OF BIRTH OF FOREIGN BORN|6,963|1,851|1,655|249|83|2,793|332|***LANGUAGE SPOKEN AT HOME|37,024|25,997|11,027|3,506|6,728|2,452|3,175|610|938|371|186|73|***ANCESTRY|39,422|2,398|545|140|67|411|2,752|1,102|199|3,145|278|215|4,337|5,823|117|387|1,113|126|1,332|230|723|65|113|67|286|214|1,159
DATA|BK37|Park Slope-Gowanus|***HOUSEHOLD BY TYPE|31,068|15,944|7,481|12,478|5,849|1,071|412|2,395|1,220|15,124|9,163|1,716|7,928|4,694|2.3|3.0|***RELATIONSHIP|72,272|31,068|12,509|16,593|3,024|9,078|3,509|***MARITAL STATUS|29,137|13,192|13,427|451|304|1,763|32,551|15,331|12,915|548|1,326|2,431|***GRANDPARENTS|730|351|126|87|19|119|351|218|287|***SCHOOL ENROLLMENT|15,515|1,469|887|4,791|2,497|5,871|***EDUCATIONAL ATTAINMENT|54,482|1,924|2,380|4,890|4,901|1,524|19,336|19,527|-|-|***VETERAN STATUS|59,830|1,599|***RESIDENCE 1 YEAR AGO|71,848|59,076|11,731|5,986|5,745|3,159|2,586|1,041|***PLACE OF BIRTH|72,864|60,192|57,584|35,095|22,489|2,608|12,672|***U.S. CITIZENSHIP STATUS|12,672|6,425|6,247|***YEAR OF ENTRY|15,280|2,608|49|2,559|12,672|622|12,050|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,672|3,228|2,805|430|286|5,294|629|***LANGUAGE SPOKEN AT HOME|67,918|50,509|17,409|5,708|9,690|3,906|4,816|898|2,051|671|852|233|***ANCESTRY|72,864|6,285|1,214|284|313|746|4,842|1,590|386|5,997|554|645|8,775|7,457|308|534|3,669|256|3,959|561|1,678|107|415|257|496|436|1,570
DATA|BK32|Sunset Park West|***HOUSEHOLD BY TYPE|17,023|11,384|5,919|7,029|3,677|1,264|481|3,091|1,761|5,639|3,727|1,037|6,705|3,179|3.1|3.6|***RELATIONSHIP|52,237|17,023|6,955|16,616|6,270|5,373|1,504|***MARITAL STATUS|23,505|11,709|9,667|524|220|1,385|20,260|7,926|8,132|849|1,528|1,825|***GRANDPARENTS|1,724|679|178|117|91|293|679|461|433|***SCHOOL ENROLLMENT|13,707|982|887|5,288|2,571|3,979|***EDUCATIONAL ATTAINMENT|35,838|8,737|5,766|7,537|3,981|1,724|5,395|2,698|-|-|***VETERAN STATUS|42,105|1,167|***RESIDENCE 1 YEAR AGO|53,916|46,642|5,815|3,366|2,449|1,381|1,068|1,459|***PLACE OF BIRTH|54,932|30,966|26,375|22,471|3,904|4,591|23,966|***U.S. CITIZENSHIP STATUS|23,966|7,883|16,083|***YEAR OF ENTRY|28,557|4,591|36|4,555|23,966|809|23,157|***WORLD REGION OF BIRTH OF FOREIGN BORN|23,966|1,494|6,819|204|26|15,342|81|***LANGUAGE SPOKEN AT HOME|50,592|12,560|38,032|23,073|27,920|16,594|2,249|1,170|6,848|4,829|1,015|480|***ANCESTRY|54,932|1,809|1,099|43|62|68|528|194|52|768|227|27|1,558|2,117|88|174|961|78|702|88|205|23|297|7|92|45|726
DATA|BK34|Sunset Park East|***HOUSEHOLD BY TYPE|20,544|15,596|8,107|10,337|5,736|1,994|637|3,265|1,734|4,948|3,696|1,352|9,344|4,336|3.5|3.8|***RELATIONSHIP|71,400|20,544|10,206|23,229|10,529|6,892|1,260|***MARITAL STATUS|28,553|11,862|15,045|441|411|794|28,022|9,518|14,052|871|1,773|1,808|***GRANDPARENTS|2,698|1,068|369|89|245|365|1,068|706|759|***SCHOOL ENROLLMENT|18,313|1,053|1,014|7,564|3,937|4,745|***EDUCATIONAL ATTAINMENT|45,902|14,854|8,955|10,199|3,534|1,697|4,904|1,759|-|-|***VETERAN STATUS|53,777|791|***RESIDENCE 1 YEAR AGO|70,221|60,153|8,461|6,299|2,162|1,101|1,061|1,607|***PLACE OF BIRTH|71,460|30,077|27,260|25,076|2,184|2,817|41,383|***U.S. CITIZENSHIP STATUS|41,383|12,361|29,022|***YEAR OF ENTRY|44,200|2,817|11|2,806|41,383|1,766|39,617|***WORLD REGION OF BIRTH OF FOREIGN BORN|41,383|2,139|27,391|236|49|11,312|256|***LANGUAGE SPOKEN AT HOME|65,986|9,969|56,017|38,841|19,880|11,698|4,465|2,570|30,488|24,246|1,184|327|***ANCESTRY|71,460|1,706|1,179|28|54|64|452|125|15|573|214|466|1,331|1,761|6|186|1,391|24|434|75|138|19|138|31|275|31|945
DATA|BK40|Windsor Terrace|***HOUSEHOLD BY TYPE|9,510|5,467|2,440|4,081|1,854|435|174|951|412|4,043|3,066|904|2,568|2,068|2.4|3.0|***RELATIONSHIP|22,514|9,510|4,093|5,645|1,386|1,880|842|***MARITAL STATUS|8,954|3,540|4,452|220|102|640|9,953|3,750|4,332|181|927|763|***GRANDPARENTS|310|129|36|25|0|68|129|116|46|***SCHOOL ENROLLMENT|4,863|344|282|1,520|721|1,996|***EDUCATIONAL ATTAINMENT|16,327|804|775|2,981|1,654|995|4,380|4,738|-|-|***VETERAN STATUS|18,388|585|***RESIDENCE 1 YEAR AGO|22,098|19,469|2,589|1,524|1,065|600|465|40|***PLACE OF BIRTH|22,571|17,247|16,709|11,886|4,823|538|5,324|***U.S. CITIZENSHIP STATUS|5,324|3,057|2,267|***YEAR OF ENTRY|5,862|538|0|538|5,324|45|5,279|***WORLD REGION OF BIRTH OF FOREIGN BORN|5,324|2,054|1,644|128|39|1,397|62|***LANGUAGE SPOKEN AT HOME|20,882|13,734|7,148|2,815|2,444|613|2,749|1,231|1,593|880|362|91|***ANCESTRY|22,571|1,980|244|81|96|101|967|351|122|1,330|229|128|3,283|3,194|47|132|1,285|38|1,345|143|282|63|36|34|363|200|325
DATA|BK61|Crown Heights North|***HOUSEHOLD BY TYPE|40,818|22,559|10,554|7,881|3,325|2,664|947|12,014|6,282|18,259|14,813|4,321|12,704|8,797|2.4|3.2|***RELATIONSHIP|97,630|40,818|7,869|29,894|11,705|7,344|2,497|***MARITAL STATUS|35,493|19,425|10,630|1,538|1,136|2,764|46,378|24,519|10,262|2,901|4,028|4,668|***GRANDPARENTS|2,513|1,099|237|223|119|520|1,099|924|545|***SCHOOL ENROLLMENT|26,916|1,356|1,319|9,870|6,548|7,823|***EDUCATIONAL ATTAINMENT|66,880|5,460|8,897|20,116|12,119|4,101|10,686|5,501|-|-|***VETERAN STATUS|77,251|2,237|***RESIDENCE 1 YEAR AGO|98,791|88,051|9,959|6,257|3,702|2,107|1,595|781|***PLACE OF BIRTH|100,130|66,473|64,325|48,991|15,334|2,148|33,657|***U.S. CITIZENSHIP STATUS|33,657|16,536|17,121|***YEAR OF ENTRY|35,805|2,148|27|2,121|33,657|660|32,997|***WORLD REGION OF BIRTH OF FOREIGN BORN|33,657|1,103|2,373|1,482|39|28,419|241|***LANGUAGE SPOKEN AT HOME|93,661|74,625|19,036|7,300|9,192|3,279|6,607|2,609|889|455|2,348|957|***ANCESTRY|100,130|2,917|739|33|18|256|644|437|153|1,303|108|167|1,281|982|49|160|767|84|846|152|366|26|9,049|34|146|132|27,210
DATA|BK64|Prospect Heights|***HOUSEHOLD BY TYPE|9,394|4,055|1,681|2,648|1,102|419|138|988|441|5,339|3,304|516|1,866|1,302|2.2|2.9|***RELATIONSHIP|20,289|9,394|2,639|3,671|1,390|3,195|1,222|***MARITAL STATUS|8,283|4,538|2,972|144|128|501|9,530|5,043|2,936|289|586|676|***GRANDPARENTS|242|55|0|14|0|41|55|0|14|***SCHOOL ENROLLMENT|4,038|484|165|1,108|412|1,869|***EDUCATIONAL ATTAINMENT|15,979|622|667|1,748|1,575|649|5,916|4,802|-|-|***VETERAN STATUS|17,454|378|***RESIDENCE 1 YEAR AGO|20,244|16,703|3,309|1,801|1,508|1,024|484|232|***PLACE OF BIRTH|20,449|15,768|15,146|7,664|7,482|622|4,681|***U.S. CITIZENSHIP STATUS|4,681|2,864|1,817|***YEAR OF ENTRY|5,303|622|55|567|4,681|134|4,547|***WORLD REGION OF BIRTH OF FOREIGN BORN|4,681|708|1,056|166|45|2,552|154|***LANGUAGE SPOKEN AT HOME|19,236|15,092|4,144|1,167|1,888|494|1,420|379|576|226|260|68|***ANCESTRY|20,449|1,029|203|116|21|173|883|446|83|1,508|74|203|1,714|775|33|149|682|25|870|74|354|31|456|33|150|136|1,630
DATA|BK60|Prospect Lefferts Gardens-Wingate|***HOUSEHOLD BY TYPE|26,016|16,019|6,835|6,628|3,075|1,808|481|7,583|3,279|9,997|8,369|2,311|8,365|6,270|2.6|3.3|***RELATIONSHIP|67,361|26,016|6,581|21,257|9,597|3,910|1,260|***MARITAL STATUS|24,654|12,115|8,702|1,119|679|2,039|31,962|15,466|8,566|1,776|2,743|3,411|***GRANDPARENTS|2,209|1,052|70|400|142|440|1,052|826|479|***SCHOOL ENROLLMENT|18,743|1,524|1,047|6,218|3,519|6,435|***EDUCATIONAL ATTAINMENT|46,554|3,916|4,755|14,983|9,671|2,909|6,645|3,675|-|-|***VETERAN STATUS|54,130|1,473|***RESIDENCE 1 YEAR AGO|68,446|61,838|6,269|4,548|1,721|1,225|496|339|***PLACE OF BIRTH|69,397|36,783|35,363|28,935|6,428|1,420|32,614|***U.S. CITIZENSHIP STATUS|32,614|18,481|14,133|***YEAR OF ENTRY|34,034|1,420|61|1,359|32,614|700|31,914|***WORLD REGION OF BIRTH OF FOREIGN BORN|32,614|653|1,624|1,346|13|28,789|189|***LANGUAGE SPOKEN AT HOME|64,562|46,486|18,076|7,472|5,883|2,250|9,138|4,088|849|459|2,206|675|***ANCESTRY|69,397|2,955|581|0|0|81|766|401|13|658|26|221|846|670|49|60|406|33|853|0|109|0|3,634|0|51|108|26,316
DATA|BK63|Crown Heights South|***HOUSEHOLD BY TYPE|14,662|8,910|4,297|4,601|2,498|927|295|3,382|1,504|5,752|4,764|1,389|5,153|3,273|2.8|3.7|***RELATIONSHIP|41,040|14,662|4,545|15,586|4,151|2,096|794|***MARITAL STATUS|14,613|7,157|5,519|643|264|1,030|17,114|7,875|5,280|1,004|1,404|1,551|***GRANDPARENTS|1,204|332|157|66|8|101|332|233|239|***SCHOOL ENROLLMENT|13,251|823|701|5,172|2,408|4,147|***EDUCATIONAL ATTAINMENT|24,602|2,325|2,715|7,097|4,784|1,856|3,801|2,024|-|-|***VETERAN STATUS|30,057|657|***RESIDENCE 1 YEAR AGO|40,417|36,735|3,256|2,083|1,173|484|689|426|***PLACE OF BIRTH|41,243|26,098|25,005|20,944|4,061|1,093|15,145|***U.S. CITIZENSHIP STATUS|15,145|7,781|7,364|***YEAR OF ENTRY|16,238|1,093|18|1,075|15,145|173|14,972|***WORLD REGION OF BIRTH OF FOREIGN BORN|15,145|795|973|1,290|100|11,664|323|***LANGUAGE SPOKEN AT HOME|38,290|25,849|12,441|5,092|2,704|1,325|6,323|2,322|479|308|2,935|1,137|***ANCESTRY|41,243|2,282|496|102|0|11|259|265|28|354|91|57|366|211|7|18|460|94|1,413|13|182|0|3,102|19|73|50|10,633
DATA|BK30|Dyker Heights|***HOUSEHOLD BY TYPE|14,966|10,939|4,615|8,570|3,872|830|68|1,539|675|4,027|3,051|1,437|5,275|5,004|3.0|3.5|***RELATIONSHIP|44,833|14,966|8,618|13,294|5,796|2,159|668|***MARITAL STATUS|18,436|6,712|10,219|184|571|750|19,128|5,431|10,225|220|2,360|892|***GRANDPARENTS|1,691|771|193|251|52|275|771|465|573|***SCHOOL ENROLLMENT|10,277|486|404|3,855|2,254|3,278|***EDUCATIONAL ATTAINMENT|31,799|6,116|3,227|9,337|3,731|1,773|4,662|2,953|-|-|***VETERAN STATUS|35,923|1,676|***RESIDENCE 1 YEAR AGO|44,748|41,834|2,362|1,953|409|223|186|552|***PLACE OF BIRTH|45,216|25,466|24,453|22,853|1,600|1,013|19,750|***U.S. CITIZENSHIP STATUS|19,750|9,882|9,868|***YEAR OF ENTRY|20,763|1,013|39|974|19,750|718|19,032|***WORLD REGION OF BIRTH OF FOREIGN BORN|19,750|4,975|12,462|666|15|1,536|96|***LANGUAGE SPOKEN AT HOME|42,509|16,079|26,430|15,735|2,875|1,310|8,632|4,138|13,759|9,707|1,164|580|***ANCESTRY|45,216|817|1,299|17|29|121|467|433|79|1,041|1,708|117|3,047|12,023|37|361|1,583|59|390|81|83|36|181|11|131|20|69
