DESC (0)|NTACODE (1)|NTANAME (2)|***EMPLOYMENT STATUS (3)|POPULATION 16 YEARS AND OVER (4)|   IN LABOR FORCE (5)|       CIVILIAN LABOR FORCE (6)|          EMPLOYED (7)|          UNEMPLOYED (8)|       ARMED FORCES (9)|   NOT IN LABOR FORCE (10)|CIVILIAN LABOR FORCE (11)|   UNEMPLOYMENT RATE (12)|FEMALES 16 YEARS AND OVER (13)|   IN LABOR FORCE (14)|      CIVILIAN LABOR FORCE (15)|        EMPLOYED (16)|OWN CHILDREN UNDER 6 YEARS (17)|      ALL PARENTS IN FAMILY IN LABOR FORCE (18)|OWN CHILDREN 6 TO 17 YEARS (19)|      ALL PARENTS IN FAMILY IN LABOR FORCE (20)|***OCCUPATION (21)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (22)|   MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS (23)|   SERVICE OCCUPATIONS (24)|   SALES AND OFFICE OCCUPATIONS (25)|   NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE OCCUPATIONS (26)|   PRODUCTION, TRANSPORTATION, AND MATERIAL MOVING OCCUPATIONS (27)|***INDUSTRY (28)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (29)|   AGRICULTURE, FORESTRY, FISHING, HUNTING, AND MINING (30)|   CONSTRUCTION (31)|   MANUFACTURING (32)|   WHOLESALE TRADE (33)|   RETAIL TRADE (34)|   TRANSPORTATION AND WAREHOUSING, AND UTILITIES (35)|   INFORMATION (36)|   FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING (37)|   PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES (38)|   EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE (39)|   ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES (40)|   OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION (41)|   PUBLIC ADMINISTRATION (42)|***CLASS OF WORKER (43)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (44)|   PRIVATE WAGE AND SALARY WORKERS (45)|   GOVERNMENT WORKERS (46)|   SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS (47)|   UNPAID FAMILY WORKERS (48)|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) (49)|TOTAL HOUSEHOLDS (50)|   LESS THAN $10,000 (51)|   $10,000 TO $14,999 (52)|   $15,000 TO $24,999 (53)|   $25,000 TO $34,999 (54)|   $35,000 TO $49,999 (55)|   $50,000 TO $74,999 (56)|   $75,000 TO $99,999 (57)|   $100,000 TO $149,999 (58)|   $150,000 TO $199,999 (59)|   $200,000 OR MORE (60)|   WITH EARNINGS (61)|   WITH SOCIAL SECURITY (62)|   WITH RETIREMENT INCOME (63)|   WITH SUPPLEMENTAL SECURITY INCOME (64)|   WITH CASH PUBLIC ASSISTANCE INCOME (65)|   WITH FOOD STAMP/SNAP BNFTS IN THE PAST 12 MO (66)|FAMILIES (67)|   LESS THAN $10,000 (68)|   $10,000 TO $14,999 (69)|   $15,000 TO $24,999 (70)|   $25,000 TO $34,999 (71)|   $35,000 TO $49,999 (72)|   $50,000 TO $74,999 (73)|   $75,000 TO $99,999 (74)|   $100,000 TO $149,999 (75)|   $150,000 TO $199,999 (76)|   $200,000 OR MORE (77)|NONFAMILY HOUSEHOLDS (78)|***HEALTH INSURANCE COVERAGE (79)|CIVILIAN NONINSTITUTIONALIZED POPULATION (80)|   WITH HEALTH INSURANCE COVERAGE (81)|      WITH PRIVATE HEALTH INSURANCE (82)|      WITH PUBLIC COVERAGE (83)|   NO HEALTH INSURANCE COVERAGE (84)|CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS (85)|   NO HEALTH INSURANCE COVERAGE (86)|CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS (87)|   IN LABOR FORCE: (88)|      EMPLOYED: (89)|         WITH HEALTH INSURANCE COVERAGE (90)|            WITH PRIVATE HEALTH INSURANCE (91)|            WITH PUBLIC COVERAGE (92)|         NO HEALTH INSURANCE COVERAGE (93)|      UNEMPLOYED: (94)|         WITH HEALTH INSURANCE COVERAGE (95)|           WITH PRIVATE HEALTH INSURANCE (96)|           WITH PUBLIC COVERAGE (97)|         NO HEALTH INSURANCE COVERAGE (98)|    NOT IN LABOR FORCE: (99)|        WITH HEALTH INSURANCE COVERAGE (100)|          WITH PRIVATE HEALTH INSURANCE (101)|          WITH PUBLIC COVERAGE (102)|        NO HEALTH INSURANCE COVERAGE (103)
DATA|BX28|Van Cortlandt Village|***EMPLOYMENT STATUS|39,114|25,616|25,608|22,016|3,592|8|13,498|25,608||21,858|13,194|13,194|11,239|3,716|2,336|7,870|5,610|***OCCUPATION|22,016|4,750|7,290|5,745|1,769|2,462|***INDUSTRY|22,016|371|823|841|383|2,713|1,538|386|1,686|1,891|7,189|2,175|1,330|690|***CLASS OF WORKER|22,016|16,920|3,561|1,524|11|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|17,347|2,084|1,313|2,099|2,289|2,560|3,497|1,471|1,408|500|126|13,886|3,711|1,936|1,441|1,126|4,842|11,616|1,172|757|1,477|1,312|1,882|2,342|1,178|943|427|126|5,731|***HEALTH INSURANCE COVERAGE|48,726|40,246|21,774|22,163|8,480|11,928|658|32,024|24,724|21,330|16,221|12,539|4,338|5,109|3,394|2,291|630|1,840|1,103|7,300|5,740|1,861|4,269|1,560
DATA|BX29|Spuyten Duyvil-Kingsbridge|***EMPLOYMENT STATUS|24,725|15,238|15,238|13,995|1,243|0|9,487|15,238||13,310|7,626|7,626|7,031|2,369|1,490|3,104|2,031|***OCCUPATION|13,995|7,536|2,398|3,047|409|605|***INDUSTRY|13,995|0|212|437|184|1,001|598|723|1,574|1,530|4,845|1,315|874|702|***CLASS OF WORKER|13,995|10,538|2,484|955|18|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,741|841|503|1,131|925|1,333|2,488|1,590|1,921|973|1,036|9,573|3,897|2,097|676|264|1,323|7,154|192|227|624|326|732|1,314|817|1,214|801|907|5,587|***HEALTH INSURANCE COVERAGE|28,747|26,182|20,901|8,451|2,565|5,549|143|18,182|14,196|12,991|11,431|10,786|800|1,560|1,205|759|426|345|446|3,986|3,660|2,325|1,489|326
DATA|BX08|West Farms-Bronx River|***EMPLOYMENT STATUS|26,578|16,390|16,390|14,371|2,019|0|10,188|16,390||13,992|7,686|7,686|6,647|3,474|2,350|6,024|4,143|***OCCUPATION|14,371|2,732|4,746|3,307|1,950|1,636|***INDUSTRY|14,371|6|1,647|481|132|1,655|1,047|320|966|1,202|3,916|1,697|894|408|***CLASS OF WORKER|14,371|11,133|2,007|1,218|13|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,448|2,039|1,123|1,796|1,282|1,390|1,796|984|784|136|118|8,483|2,422|916|1,123|936|4,211|7,915|1,015|733|1,376|901|962|1,328|746|649|134|71|3,533|***HEALTH INSURANCE COVERAGE|35,316|27,396|12,391|17,472|7,920|9,811|503|22,504|15,975|14,172|9,225|6,733|2,922|4,947|1,803|900|316|686|903|6,529|5,023|1,206|4,069|1,506
DATA|BX09|Soundview-Castle Hill-Clason Point-Harding Park|***EMPLOYMENT STATUS|42,251|22,946|22,946|21,052|1,894|0|19,305|22,946||24,328|12,535|12,535|11,734|3,833|2,588|9,095|6,509|***OCCUPATION|21,052|5,966|6,326|5,550|961|2,249|***INDUSTRY|21,052|20|574|810|474|2,212|1,604|527|1,651|1,527|8,215|1,335|863|1,240|***CLASS OF WORKER|21,052|15,341|5,132|573|6|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,657|2,510|1,575|2,763|2,237|2,362|2,746|1,788|1,819|584|273|13,331|5,594|2,938|2,341|886|5,632|12,938|1,209|962|1,655|1,643|1,667|2,056|1,406|1,607|513|220|5,719|***HEALTH INSURANCE COVERAGE|53,551|47,495|28,529|23,763|6,056|13,351|338|33,593|22,138|20,307|17,270|14,808|3,180|3,037|1,831|1,303|312|1,015|528|11,455|9,363|3,865|6,399|2,092
DATA|BX46|Parkchester|***EMPLOYMENT STATUS|24,001|15,901|15,901|14,398|1,503|0|8,100|15,901||12,830|8,044|8,044|7,365|2,746|1,590|4,295|3,084|***OCCUPATION|14,398|4,518|3,799|4,246|683|1,152|***INDUSTRY|14,398|0|363|289|118|1,302|1,183|431|1,696|1,274|4,769|1,451|614|908|***CLASS OF WORKER|14,398|9,942|3,719|737|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,590|1,096|559|1,364|1,297|2,142|3,055|1,693|1,062|260|62|10,043|2,532|1,624|935|237|2,274|7,307|404|274|782|738|1,323|1,770|862|851|241|62|5,283|***HEALTH INSURANCE COVERAGE|30,376|26,592|18,472|10,802|3,784|7,155|271|19,832|15,182|13,796|11,760|10,329|1,959|2,036|1,386|821|403|456|565|4,650|3,787|1,809|2,222|863
DATA|BX55|Soundview-Bruckner|***EMPLOYMENT STATUS|26,866|15,716|15,706|13,502|2,204|10|11,150|15,706||14,085|7,233|7,233|5,914|3,394|1,789|6,295|3,847|***OCCUPATION|13,502|2,236|4,546|3,309|1,290|2,121|***INDUSTRY|13,502|0|843|583|333|1,892|1,130|207|635|1,147|3,629|1,707|1,040|356|***CLASS OF WORKER|13,502|11,124|1,724|609|45|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,247|2,075|1,001|1,714|1,314|1,724|1,697|749|567|277|129|7,944|2,791|1,098|1,250|1,031|4,201|7,915|1,259|660|1,369|952|1,161|1,246|542|429|199|98|3,332|***HEALTH INSURANCE COVERAGE|35,653|28,071|12,433|18,538|7,582|10,205|743|21,998|15,047|12,937|8,328|6,330|2,402|4,609|2,110|1,463|391|1,279|647|6,951|5,460|1,505|4,460|1,491
DATA|BX59|Westchester-Unionport|***EMPLOYMENT STATUS|20,914|12,837|12,837|11,036|1,801|0|8,077|12,837||11,240|5,935|5,935|5,123|2,456|1,718|5,192|3,758|***OCCUPATION|11,036|2,573|3,120|3,214|917|1,212|***INDUSTRY|11,036|0|734|625|227|1,216|869|372|1,047|819|2,895|1,241|542|449|***CLASS OF WORKER|11,036|8,806|1,916|314|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,788|948|653|1,262|782|1,407|1,602|955|867|232|80|6,889|1,708|996|588|422|2,070|6,290|546|296|924|643|913|1,320|654|729|185|80|2,498|***HEALTH INSURANCE COVERAGE|27,256|23,059|14,958|10,535|4,197|7,867|350|17,283|12,328|10,723|8,853|7,432|1,793|1,870|1,605|883|517|457|722|4,955|3,712|1,798|2,220|1,243
DATA|BX10|Pelham Bay-Country Club-City Island|***EMPLOYMENT STATUS|22,360|14,105|14,105|12,935|1,170|0|8,255|14,105||11,914|6,873|6,873|6,446|1,414|968|2,825|2,006|***OCCUPATION|12,935|5,026|2,726|3,482|873|828|***INDUSTRY|12,935|27|653|418|309|968|878|430|1,404|1,284|4,367|739|619|839|***CLASS OF WORKER|12,935|9,876|2,590|469|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,247|961|707|1,031|1,084|1,412|1,909|1,312|1,864|618|349|7,952|4,015|2,386|582|107|858|6,207|225|136|474|470|798|1,245|669|1,350|531|309|5,040|***HEALTH INSURANCE COVERAGE|25,888|23,819|19,200|8,310|2,069|4,325|243|16,461|13,272|12,173|11,026|10,572|732|1,147|1,099|826|606|281|273|3,189|2,783|1,914|1,326|406
DATA|BX13|Co-op City|***EMPLOYMENT STATUS|37,441|21,277|21,239|18,752|2,487|38|16,164|21,239||21,338|11,625|11,610|10,347|2,251|1,801|5,257|4,133|***OCCUPATION|18,752|6,065|4,816|5,557|1,167|1,147|***INDUSTRY|18,752|23|619|156|386|1,493|1,510|453|2,114|1,570|7,344|1,146|650|1,288|***CLASS OF WORKER|18,752|12,124|6,295|333|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,258|1,485|972|2,599|2,080|2,641|3,193|2,341|1,947|748|252|12,561|6,761|4,251|975|550|2,045|10,262|655|198|1,007|806|1,407|1,780|1,802|1,661|723|223|7,996|***HEALTH INSURANCE COVERAGE|42,816|38,932|28,958|16,187|3,884|7,940|335|26,661|19,787|17,537|16,082|14,635|2,030|1,455|2,250|1,203|690|550|1,047|6,874|5,865|3,223|3,232|1,009
DATA|BX52|Schuylerville-Throgs Neck-Edgewater Park|***EMPLOYMENT STATUS|37,385|22,952|22,900|20,449|2,451|52|14,433|22,900||19,424|11,076|11,076|9,877|2,789|1,953|6,839|4,723|***OCCUPATION|20,449|6,929|4,394|5,533|1,436|2,157|***INDUSTRY|20,449|36|1,116|619|593|2,126|1,557|553|1,829|2,457|5,498|1,788|941|1,336|***CLASS OF WORKER|20,449|15,478|4,169|757|45|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|16,655|1,423|791|1,586|1,197|1,867|2,702|2,463|2,830|1,124|672|12,605|5,119|3,396|842|516|2,254|11,362|770|424|790|724|1,177|1,734|1,838|2,265|1,025|615|5,293|***HEALTH INSURANCE COVERAGE|45,817|41,286|30,909|15,267|4,531|10,027|471|28,947|21,992|19,725|17,452|16,156|1,642|2,273|2,267|1,624|864|816|643|6,955|5,859|3,797|2,627|1,096
DATA|BX07|Bronxdale|***EMPLOYMENT STATUS|27,102|16,507|16,507|14,169|2,338|0|10,595|16,507||14,407|8,210|8,210|7,284|2,477|1,560|4,963|3,531|***OCCUPATION|14,169|3,159|4,924|3,392|1,159|1,535|***INDUSTRY|14,169|367|492|485|150|1,367|894|312|993|1,084|5,030|1,724|638|633|***CLASS OF WORKER|14,169|10,740|2,717|712|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|13,479|2,564|1,184|1,560|1,343|2,061|2,051|1,578|953|137|48|9,670|3,170|1,527|1,398|863|4,561|8,202|995|545|940|1,013|1,360|1,441|1,103|695|78|32|5,277|***HEALTH INSURANCE COVERAGE|33,389|26,777|15,173|14,499|6,612|7,789|418|21,548|16,025|13,758|9,725|8,017|2,266|4,033|2,267|1,537|677|991|730|5,523|4,184|1,276|3,180|1,339
DATA|BX31|Allerton-Pelham Gardens|***EMPLOYMENT STATUS|26,669|15,816|15,798|13,524|2,274|18|10,853|15,798||14,404|8,215|8,206|6,991|2,100|1,536|5,392|3,844|***OCCUPATION|13,524|4,849|2,855|3,508|1,069|1,243|***INDUSTRY|13,524|0|788|297|271|1,272|1,002|328|1,169|886|5,065|917|882|647|***CLASS OF WORKER|13,524|10,660|2,409|442|13|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|9,707|971|363|776|657|1,135|1,826|1,079|1,560|846|494|7,412|2,981|1,782|719|436|1,304|7,267|492|134|535|411|804|1,408|875|1,475|676|457|2,440|***HEALTH INSURANCE COVERAGE|31,648|28,628|20,949|11,128|3,020|7,690|331|19,659|14,948|12,828|11,694|10,853|1,304|1,134|2,120|1,541|786|839|579|4,711|3,859|2,138|2,021|852
DATA|BX37|Van Nest-Morris Park-Westchester Square|***EMPLOYMENT STATUS|23,128|14,458|14,449|12,691|1,758|9|8,670|14,449||11,952|6,984|6,984|6,112|2,734|1,841|4,725|3,642|***OCCUPATION|12,691|3,270|3,370|3,643|1,057|1,351|***INDUSTRY|12,691|3|584|339|248|1,790|982|185|1,016|1,198|3,592|1,584|691|479|***CLASS OF WORKER|12,691|10,019|2,053|619|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|9,657|969|526|1,231|1,183|1,319|1,609|1,151|1,305|278|86|7,685|2,422|1,181|660|610|2,151|6,712|567|301|783|778|979|1,081|904|1,040|232|47|2,945|***HEALTH INSURANCE COVERAGE|29,434|24,281|15,292|11,752|5,153|7,712|402|18,473|13,873|12,186|9,480|8,110|1,781|2,706|1,687|1,093|428|763|594|4,600|3,287|1,465|2,153|1,313
DATA|BX49|Pelham Parkway|***EMPLOYMENT STATUS|24,597|14,612|14,612|13,571|1,041|0|9,985|14,612||13,371|7,118|7,118|6,555|2,513|1,665|3,575|2,362|***OCCUPATION|13,571|5,007|3,431|2,699|1,116|1,318|***INDUSTRY|13,571|0|1,010|1,039|178|777|663|188|1,006|1,238|4,620|1,456|772|624|***CLASS OF WORKER|13,571|10,315|2,573|683|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,364|1,053|713|1,284|1,090|1,874|2,098|1,446|1,199|460|147|8,682|2,970|1,418|752|272|1,978|6,979|417|240|688|643|1,115|1,326|1,110|957|353|130|4,385|***HEALTH INSURANCE COVERAGE|29,816|25,524|18,023|9,950|4,292|6,201|340|19,482|14,115|13,111|10,787|9,886|1,352|2,324|1,004|709|412|309|295|5,367|4,091|2,629|1,701|1,276
DATA|BX03|Eastchester-Edenwald-Baychester|***EMPLOYMENT STATUS|28,149|18,067|18,024|15,049|2,975|43|10,082|18,024||16,193|10,145|10,145|8,816|2,517|1,727|6,952|5,392|***OCCUPATION|15,049|4,562|4,626|3,360|1,001|1,500|***INDUSTRY|15,049|34|605|345|164|1,800|1,036|185|1,004|850|6,651|659|893|823|***CLASS OF WORKER|15,049|10,884|3,609|556|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,599|1,320|735|1,257|1,260|1,704|2,010|1,430|1,356|398|129|9,086|2,500|1,220|933|569|2,569|8,388|651|340|857|852|1,229|1,509|1,353|1,101|367|129|3,211|***HEALTH INSURANCE COVERAGE|36,345|31,577|21,060|13,683|4,768|10,142|335|22,674|17,000|14,243|12,210|10,688|1,883|2,033|2,757|1,780|913|1,119|977|5,674|4,449|2,079|2,747|1,225
DATA|BX44|Williamsbridge-Olinville|***EMPLOYMENT STATUS|46,516|29,756|29,725|25,127|4,598|31|16,760|29,725||26,511|16,620|16,589|14,136|5,759|4,311|10,441|8,176|***OCCUPATION|25,127|6,313|8,264|6,425|1,691|2,434|***INDUSTRY|25,127|3|822|617|393|3,068|2,019|402|1,604|1,861|10,005|1,677|1,717|939|***CLASS OF WORKER|25,127|19,408|4,525|1,177|17|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|20,322|2,625|1,254|2,631|2,611|2,761|3,859|2,088|1,878|361|254|15,738|4,927|2,798|1,634|1,429|5,398|13,650|1,387|605|1,741|1,631|1,987|2,513|1,699|1,608|259|220|6,672|***HEALTH INSURANCE COVERAGE|60,858|51,390|31,433|25,761|9,468|17,005|1,055|37,566|28,405|24,123|19,483|16,347|3,822|4,640|4,282|2,582|1,086|1,769|1,700|9,161|7,248|2,883|5,065|1,913
DATA|BX62|Woodlawn-Wakefield|***EMPLOYMENT STATUS|36,474|24,077|24,077|21,161|2,916|0|12,397|24,077||20,417|13,054|13,054|11,734|3,395|2,492|6,789|5,363|***OCCUPATION|21,161|6,502|6,478|4,585|1,892|1,704|***INDUSTRY|21,161|115|1,310|780|207|1,958|1,285|622|1,341|1,564|8,321|1,463|1,471|724|***CLASS OF WORKER|21,161|16,617|3,746|769|29|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|15,128|1,069|762|1,388|1,826|1,688|2,728|2,285|2,356|669|357|12,081|4,521|2,561|571|465|2,233|10,561|601|394|818|1,103|1,180|1,875|1,816|1,905|580|289|4,567|***HEALTH INSURANCE COVERAGE|45,790|38,577|27,567|15,286|7,213|10,729|511|29,430|22,985|20,195|16,411|14,638|2,067|3,784|2,790|1,696|657|1,116|1,094|6,445|4,905|2,607|2,747|1,540
DATA|BX99|park-cemetery-etc-Bronx|***EMPLOYMENT STATUS|1,007|694|694|600|94|0|313|694||576|401|401|360|116|99|169|127|***OCCUPATION|600|170|208|178|8|36|***INDUSTRY|600|0|0|22|25|62|31|17|31|69|249|49|19|26|***CLASS OF WORKER|600|471|105|24|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|482|55|33|74|28|100|86|49|38|3|16|397|72|32|43|7|126|264|8|23|17|37|65|65|31|15|3|0|218|***HEALTH INSURANCE COVERAGE|1,377|1,168|522|750|209|391|14|877|664|582|454|271|193|128|82|47|0|47|35|213|181|56|125|32
DATA|MN23|West Village|***EMPLOYMENT STATUS|61,813|45,451|45,413|42,799|2,614|38|16,362|45,413||32,831|23,122|23,103|21,734|2,471|1,310|3,230|2,285|***OCCUPATION|42,799|30,560|2,265|9,411|178|385|***INDUSTRY|42,799|38|388|1,293|1,056|3,151|224|3,715|8,228|10,991|7,873|3,780|1,308|754|***CLASS OF WORKER|42,799|35,916|2,447|4,436|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|37,218|1,882|1,011|2,020|1,728|2,565|4,998|3,712|5,715|3,932|9,655|31,696|6,905|3,458|398|314|787|9,844|120|115|231|167|270|1,054|599|1,358|1,372|4,558|27,374|***HEALTH INSURANCE COVERAGE|67,125|63,539|58,920|10,970|3,586|5,900|119|52,305|42,349|40,015|37,961|37,333|982|2,054|2,334|1,883|1,729|183|451|9,956|9,031|8,210|1,011|925
DATA|MN24|SoHo-TriBeCa-Civic Center-Little Italy|***EMPLOYMENT STATUS|35,191|25,716|25,716|24,173|1,543|0|9,475|25,716||17,809|11,898|11,898|11,189|2,254|1,064|2,797|1,678|***OCCUPATION|24,173|15,958|1,904|5,208|426|677|***INDUSTRY|24,173|39|511|977|488|1,950|331|1,572|5,914|5,250|3,490|2,563|753|335|***CLASS OF WORKER|24,173|20,041|1,309|2,808|15|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,761|1,554|909|1,023|1,052|1,321|2,098|1,394|2,506|1,568|5,336|16,094|3,200|1,210|623|209|1,258|7,241|384|283|328|301|397|603|369|907|498|3,171|11,520|***HEALTH INSURANCE COVERAGE|39,922|36,605|31,422|7,194|3,317|5,319|184|30,267|24,456|22,949|20,824|20,267|661|2,125|1,507|1,169|900|338|338|5,811|5,243|3,985|1,397|568
DATA|MN25|Battery Park City-Lower Manhattan|***EMPLOYMENT STATUS|32,749|26,136|26,136|24,811|1,325|0|6,613|26,136||16,797|12,350|12,350|11,622|3,069|1,883|1,897|1,421|***OCCUPATION|24,811|17,384|1,327|5,504|315|281|***INDUSTRY|24,811|0|282|652|478|1,775|235|1,141|7,477|6,053|3,509|1,744|641|824|***CLASS OF WORKER|24,811|21,787|1,775|1,249|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,931|970|404|670|725|935|2,125|1,881|3,340|2,067|5,814|17,014|1,851|1,001|151|118|254|7,108|45|124|185|126|236|514|422|1,098|914|3,444|11,823|***HEALTH INSURANCE COVERAGE|37,501|35,298|33,657|3,055|2,203|5,046|28|30,089|25,477|24,201|22,932|22,667|404|1,269|1,276|1,086|1,058|42|190|4,612|3,896|3,546|423|716
DATA|MN22|East Village|***EMPLOYMENT STATUS|41,396|29,267|29,267|27,585|1,682|0|12,129|29,267||21,144|13,955|13,955|13,135|1,057|733|1,499|1,069|***OCCUPATION|27,585|17,185|3,071|6,090|414|825|***INDUSTRY|27,585|0|322|558|552|1,951|629|2,985|4,280|6,510|4,122|3,823|1,135|718|***CLASS OF WORKER|27,585|22,843|2,045|2,668|29|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|22,306|2,335|1,122|1,714|1,583|1,756|3,608|2,993|3,260|1,706|2,229|18,748|3,184|1,212|675|294|1,792|5,202|259|224|493|308|378|662|658|716|555|949|17,104|***HEALTH INSURANCE COVERAGE|43,483|38,603|33,047|7,428|4,880|2,725|60|36,783|28,553|26,972|23,466|22,612|1,129|3,506|1,581|1,239|928|340|342|8,230|7,328|5,886|1,644|902
DATA|MN27|Chinatown|***EMPLOYMENT STATUS|40,889|23,529|23,529|21,458|2,071|0|17,360|23,529||20,696|11,480|11,480|10,546|1,889|1,122|4,215|2,536|***OCCUPATION|21,458|7,657|5,951|5,389|674|1,787|***INDUSTRY|21,458|0|509|1,201|686|1,784|782|1,200|2,119|3,326|3,495|4,826|994|536|***CLASS OF WORKER|21,458|17,970|1,747|1,665|76|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,107|2,999|1,656|2,707|1,911|1,898|2,530|1,646|1,467|632|661|13,096|5,085|1,437|2,021|718|4,572|9,746|1,079|1,137|1,940|1,378|998|1,436|756|496|315|211|8,361|***HEALTH INSURANCE COVERAGE|45,019|38,900|18,986|22,293|6,119|6,628|296|31,268|23,129|21,137|17,251|12,567|5,083|3,886|1,992|1,578|610|1,098|414|8,139|6,845|1,944|5,194|1,294
DATA|MN28|Lower East Side|***EMPLOYMENT STATUS|63,863|34,359|34,270|30,433|3,837|89|29,504|34,270||34,095|17,038|16,992|15,300|3,515|2,584|7,874|5,389|***OCCUPATION|30,433|13,066|7,533|6,883|802|2,149|***INDUSTRY|30,433|3|598|1,330|956|2,778|1,053|1,946|3,322|4,718|7,028|3,970|1,640|1,091|***CLASS OF WORKER|30,433|24,149|3,890|2,351|43|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|30,216|5,388|3,649|4,230|2,924|2,803|4,035|1,847|2,676|958|1,706|19,384|10,080|3,870|4,715|1,857|9,224|16,221|1,766|1,913|2,370|2,036|1,890|2,356|1,035|1,338|652|865|13,995|***HEALTH INSURANCE COVERAGE|73,746|65,665|34,801|35,220|8,081|12,067|339|49,097|32,944|29,264|24,629|20,418|4,603|4,635|3,680|2,741|864|1,998|939|16,153|14,114|4,569|10,247|2,039
DATA|MN13|Hudson Yards-Chelsea-Flat Iron-Union Square|***EMPLOYMENT STATUS|63,267|47,850|47,850|44,286|3,564|0|15,417|47,850||31,156|21,632|21,632|19,941|3,110|2,211|3,094|1,979|***OCCUPATION|44,286|29,609|3,908|9,488|299|982|***INDUSTRY|44,286|21|710|1,600|961|4,572|614|3,862|7,686|10,609|6,994|4,418|1,344|895|***CLASS OF WORKER|44,286|37,117|2,632|4,514|23|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|39,072|2,720|1,304|2,857|2,448|2,743|4,573|3,613|5,495|3,533|9,786|32,686|6,786|3,609|1,330|648|2,540|10,454|437|170|724|370|559|788|1,070|1,201|949|4,186|28,618|***HEALTH INSURANCE COVERAGE|68,967|62,937|54,364|14,279|6,030|6,536|167|54,936|45,513|42,283|38,520|36,878|1,995|3,763|3,230|2,293|1,773|649|937|9,423|8,414|6,087|3,079|1,009
DATA|MN15|Clinton|***EMPLOYMENT STATUS|40,222|30,988|30,988|28,076|2,912|0|9,234|30,988||19,413|14,119|14,119|12,763|1,190|845|1,621|1,256|***OCCUPATION|28,076|17,677|3,206|5,637|421|1,135|***INDUSTRY|28,076|0|367|1,489|693|1,929|489|2,695|4,294|5,654|4,725|4,127|1,148|466|***CLASS OF WORKER|28,076|24,459|1,591|1,983|43|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|25,261|2,068|1,433|2,128|2,321|2,246|3,759|2,696|3,659|1,649|3,302|20,934|4,120|1,774|870|506|2,061|5,861|211|131|418|557|676|651|691|783|543|1,200|19,400|***HEALTH INSURANCE COVERAGE|42,908|37,043|31,276|8,916|5,865|3,013|278|35,240|29,923|27,123|23,686|22,814|1,305|3,437|2,800|1,926|1,415|557|874|5,317|4,138|2,797|1,604|1,179
